Frame,TopLeftCornerX,TopLeftCornerY,Length,Height
4026,107.5,87.5,70,42
4026,620.5,450.5,90,30
4028,426.5,231.5,31,22
4028,554.5,275.5,28,26
4031,14.5,133.5,53,69
4031,133.5,43.5,94,72
4031,238.5,35.5,35,23
4031,361.5,365.5,165,115
4032,33.5,79.5,124,77
4032,248.5,65.5,117,137
4032,359.5,196.5,58,43
4033,188.5,186.5,65,38
4033,469.5,85.5,60,22
4035,62.5,188.5,63,67
4035,110.5,182.5,75,55
4035,685.5,255.5,35,44
4036,10.5,17.5,45,26
4037,0.5,277.5,44,57
4037,130.5,115.5,46,37
4039,168.5,109.5,23,23
4039,430.5,165.5,36,24
4040,0.5,450.5,70,30
4040,311.5,199.5,100,109
4040,572.5,146.5,55,33
4040,641.5,66.5,79,78
4040,678.5,172.5,42,35
4042,472.5,293.5,72,40
4043,26.5,128.5,68,39
4043,58.5,159.5,64,43
4043,187.5,150.5,64,53
4043,243.5,161.5,71,45
4043,365.5,169.5,163,99
4043,486.5,188.5,69,69
4043,487.5,295.5,214,155
4043,579.5,232.5,26,21
4043,648.5,245.5,34,31
4043,650.5,325.5,70,150
4043,684.5,254.5,36,40
4044,54.5,151.5,39,27
4045,340.5,137.5,34,21
4045,642.5,303.5,41,55
4046,93.5,284.5,37,40
4046,242.5,316.5,33,22
4047,474.5,261.5,31,23
4047,509.5,259.5,44,31
4047,532.5,335.5,22,26
4047,581.5,275.5,41,23
4049,0.5,292.5,28,21
4049,64.5,254.5,27,33
4052,167.5,68.5,80,25
4053,150.5,414.5,34,27
4053,255.5,342.5,61,56
4053,263.5,279.5,41,24
4053,279.5,294.5,44,48
4053,308.5,319.5,69,88
4053,365.5,251.5,26,22
4053,578.5,220.5,39,29
4056,141.5,84.5,67,38
4056,362.5,121.5,86,64
4056,496.5,192.5,50,21
4059,77.5,88.5,42,35
4059,153.5,110.5,45,28
4059,312.5,139.5,23,22
4059,378.5,165.5,40,25
4060,326.5,252.5,54,23
4060,425.5,163.5,31,39
4060,441.5,195.5,109,78
4060,492.5,138.5,29,22
4060,619.5,179.5,58,33
4060,657.5,144.5,31,28
4061,482.5,286.5,39,37
4063,0.5,154.5,28,37
4063,55.5,55.5,31,34
4063,87.5,63.5,26,22
4063,182.5,0.5,309,263
4063,492.5,127.5,73,58
4063,543.5,210.5,56,49
4063,572.5,176.5,55,31
4063,656.5,202.5,30,29
4063,675.5,300.5,45,44
4063,696.5,212.5,24,37
4064,277.5,228.5,419,149
4068,178.5,163.5,96,31
4068,648.5,301.5,65,44
4069,7.5,213.5,141,78
4070,551.5,173.5,46,25
4071,52.5,176.5,30,31
4071,173.5,229.5,73,29
4071,204.5,154.5,47,38
4071,392.5,216.5,64,21
4071,538.5,265.5,109,32
4073,83.5,323.5,391,157
4074,0.5,114.5,32,28
4074,122.5,59.5,36,35
4074,173.5,83.5,26,27
4074,202.5,93.5,32,29
4074,296.5,193.5,98,25
4074,306.5,142.5,93,28
4074,317.5,109.5,30,27
4074,529.5,110.5,36,38
4074,629.5,153.5,91,57
4076,324.5,99.5,33,25
4076,396.5,144.5,32,25
4076,550.5,228.5,37,22
4076,660.5,258.5,40,36
4077,114.5,121.5,35,25
4077,199.5,163.5,72,25
4077,332.5,197.5,48,34
4077,636.5,305.5,50,44
4079,336.5,119.5,52,39
4079,448.5,182.5,31,21
4079,504.5,232.5,54,56
4079,563.5,290.5,36,27
4079,571.5,261.5,35,35
4079,619.5,354.5,34,43
4079,670.5,397.5,44,46
4080,0.5,279.5,189,82
4081,30.5,131.5,33,23
4081,426.5,124.5,26,22
4081,463.5,127.5,62,38
4084,155.5,317.5,22,23
4084,172.5,371.5,114,79
4087,146.5,8.5,74,87
4088,8.5,229.5,64,38
4088,554.5,44.5,46,34
4088,608.5,14.5,112,96
4089,193.5,100.5,44,38
4089,276.5,124.5,37,33
4089,353.5,146.5,26,21
4089,429.5,162.5,29,21
4091,186.5,60.5,49,36
4091,292.5,86.5,53,27
4091,298.5,156.5,74,38
4091,390.5,107.5,31,21
4091,429.5,99.5,31,30
4091,509.5,157.5,73,52
4092,0.5,0.5,240,209
4092,195.5,0.5,312,249
4093,35.5,4.5,36,23
4093,42.5,26.5,56,45
4093,94.5,0.5,60,27
4093,462.5,61.5,122,42
4093,505.5,2.5,46,30
4093,544.5,0.5,50,37
4093,593.5,20.5,40,29
4093,637.5,58.5,30,22
4094,279.5,15.5,61,31
4094,436.5,37.5,31,27
4096,0.5,198.5,54,40
4096,72.5,193.5,21,24
4096,99.5,185.5,31,29
4096,269.5,156.5,33,30
4096,379.5,144.5,45,49
4096,576.5,134.5,51,22
4096,691.5,168.5,29,32
4097,134.5,91.5,47,21
4097,634.5,206.5,24,21
4100,24.5,367.5,268,113
4100,293.5,353.5,408,127
4102,19.5,158.5,66,30
4102,82.5,32.5,29,32
4102,529.5,147.5,65,35
4104,288.5,158.5,82,24
4104,538.5,77.5,51,43
4108,0.5,213.5,71,66
4111,68.5,44.5,100,25
4113,0.5,152.5,76,97
4113,533.5,133.5,173,167
4115,0.5,331.5,103,86
4115,68.5,300.5,44,28
4115,113.5,276.5,74,59
4115,117.5,372.5,26,28
4115,135.5,329.5,66,68
4115,173.5,265.5,25,21
4115,178.5,286.5,30,28
4115,200.5,317.5,251,82
4115,202.5,282.5,89,65
4115,367.5,216.5,157,71
4115,595.5,168.5,43,23
4115,610.5,233.5,94,36
4116,74.5,6.5,56,34
4116,82.5,112.5,419,275
4116,208.5,0.5,87,40
4116,242.5,0.5,217,98
4116,495.5,233.5,218,162
4117,254.5,313.5,99,21
4117,298.5,243.5,116,61
4118,593.5,187.5,30,27
4118,623.5,203.5,21,25
4123,225.5,136.5,34,22
4123,324.5,149.5,81,52
4124,78.5,157.5,25,26
4127,473.5,339.5,69,141
4127,500.5,323.5,44,71
4127,545.5,378.5,94,42
4127,549.5,39.5,35,21
4127,550.5,2.5,51,32
4127,586.5,0.5,134,129
4127,599.5,342.5,45,44
4127,673.5,417.5,30,21
4127,675.5,447.5,45,33
4129,0.5,167.5,77,51
4129,272.5,248.5,26,27
4129,621.5,404.5,82,26
4130,0.5,242.5,26,60
4130,26.5,236.5,52,29
4130,38.5,247.5,50,32
4130,90.5,188.5,75,51
4130,209.5,163.5,93,31
4130,477.5,90.5,87,61
4130,538.5,75.5,23,22
4130,561.5,115.5,125,30
4130,659.5,80.5,56,25
4134,0.5,184.5,26,22
4134,139.5,257.5,42,29
4135,322.5,224.5,67,55
4135,571.5,348.5,65,51
4135,631.5,412.5,45,32
4135,634.5,380.5,25,30
4135,690.5,446.5,30,29
4136,635.5,238.5,85,76
4138,12.5,300.5,36,43
4138,106.5,254.5,62,40
4138,432.5,122.5,32,30
4141,441.5,331.5,94,48
4142,330.5,86.5,23,25
4142,652.5,303.5,63,65
4143,49.5,22.5,63,55
4143,112.5,35.5,26,22
4143,243.5,53.5,32,23
4143,369.5,62.5,47,43
4143,541.5,107.5,31,29
4144,260.5,39.5,43,24
4144,436.5,43.5,48,23
4144,596.5,32.5,21,23
4147,461.5,37.5,141,75
4147,605.5,46.5,42,29
4148,0.5,183.5,58,55
4148,55.5,196.5,36,21
4148,202.5,125.5,33,25
4148,349.5,72.5,49,34
4149,644.5,443.5,67,37
4151,0.5,30.5,31,38
4151,37.5,130.5,155,225
4151,47.5,0.5,37,29
4152,608.5,336.5,103,86
4154,353.5,99.5,32,25
4155,299.5,147.5,34,21
4157,265.5,102.5,103,34
4157,498.5,143.5,157,44
4158,0.5,343.5,39,39
4158,184.5,200.5,61,30
4158,245.5,89.5,101,110
4158,367.5,67.5,75,48
4158,411.5,44.5,27,33
4158,436.5,0.5,83,79
4158,643.5,0.5,55,21
4159,514.5,8.5,64,40
4160,33.5,36.5,26,26
4160,52.5,64.5,45,32
4160,109.5,43.5,32,31
4160,235.5,92.5,31,23
4160,531.5,381.5,27,26
4161,0.5,142.5,21,24
4161,67.5,222.5,188,71
4161,233.5,163.5,127,93
4161,405.5,217.5,43,32
4162,213.5,163.5,32,27
4162,333.5,230.5,111,32
4163,70.5,304.5,22,27
4163,88.5,287.5,22,27
4163,382.5,145.5,39,23
4165,688.5,7.5,32,22
4166,3.5,33.5,270,180
4166,278.5,110.5,41,42
4166,312.5,198.5,99,34
4166,374.5,165.5,52,45
4166,482.5,191.5,44,33
4167,291.5,55.5,86,63
4167,372.5,43.5,108,50
4168,0.5,0.5,25,35
4168,107.5,45.5,116,42
4168,676.5,335.5,44,38
4169,0.5,130.5,30,69
4169,39.5,120.5,77,46
4169,202.5,96.5,70,22
4170,137.5,73.5,34,24
4170,151.5,86.5,38,24
4170,195.5,20.5,66,61
4170,246.5,109.5,98,59
4170,317.5,0.5,88,39
4170,344.5,40.5,71,35
4170,502.5,0.5,161,43
4171,87.5,111.5,27,21
4173,255.5,199.5,22,25
4173,441.5,150.5,43,21
4175,573.5,230.5,102,40
4176,596.5,370.5,61,21
4177,267.5,46.5,44,39
4177,336.5,96.5,22,21
4177,601.5,296.5,32,22
4179,118.5,73.5,58,28
4179,289.5,92.5,30,25
4181,90.5,313.5,28,21
4181,341.5,136.5,100,60
4181,497.5,93.5,46,47
4182,206.5,152.5,49,39
4182,307.5,171.5,34,27
4182,511.5,206.5,43,28
4182,564.5,260.5,106,35
4183,35.5,80.5,42,33
4184,107.5,258.5,37,31
4184,478.5,300.5,62,57
4185,31.5,243.5,43,22
4185,139.5,200.5,190,69
4185,145.5,120.5,122,94
4185,420.5,101.5,89,26
4185,500.5,117.5,54,22
4185,545.5,27.5,92,104
4186,0.5,311.5,148,142
4186,31.5,264.5,68,50
4186,140.5,253.5,53,21
4186,146.5,306.5,195,99
4186,202.5,240.5,71,21
4186,462.5,268.5,74,38
4186,610.5,108.5,77,26
4188,0.5,253.5,137,132
4188,147.5,132.5,198,59
4188,482.5,102.5,169,176
4188,668.5,150.5,52,64
4191,0.5,239.5,231,143
4193,50.5,219.5,41,30
4194,421.5,129.5,36,30
4194,485.5,78.5,22,28
4195,661.5,285.5,59,44
4196,421.5,342.5,32,27
4196,529.5,331.5,37,33
4197,6.5,255.5,41,29
4198,685.5,265.5,35,31
4199,0.5,212.5,77,50
4199,166.5,112.5,82,53
4199,208.5,86.5,34,33
4200,0.5,214.5,31,46
4200,10.5,199.5,126,23
4200,29.5,158.5,97,28
4201,124.5,93.5,79,79
4201,252.5,70.5,24,26
4202,508.5,222.5,55,27
4203,443.5,205.5,60,42
4203,522.5,233.5,25,22
4205,41.5,77.5,64,28
4205,106.5,55.5,103,74
4205,264.5,71.5,44,48
4205,288.5,155.5,83,36
4205,535.5,207.5,50,35
4207,81.5,236.5,43,32
4207,112.5,125.5,29,27
4207,359.5,66.5,109,103
4207,405.5,0.5,46,39
4207,432.5,26.5,37,21
4207,616.5,80.5,104,81
4209,0.5,2.5,56,116
4209,0.5,119.5,56,221
4210,576.5,226.5,144,55
4211,199.5,318.5,287,156
4212,57.5,0.5,284,192
4216,381.5,244.5,54,50
4217,0.5,423.5,52,37
4217,138.5,413.5,55,26
4217,468.5,320.5,66,22
4217,586.5,255.5,26,26
4217,604.5,287.5,44,28
4218,167.5,305.5,27,26
4218,194.5,280.5,35,35
4219,184.5,35.5,100,35
4220,63.5,248.5,67,67
4220,153.5,248.5,47,22
4222,568.5,390.5,101,55
4222,650.5,387.5,55,26
4224,0.5,187.5,36,25
4224,21.5,301.5,272,158
4224,197.5,126.5,212,155
4224,450.5,230.5,62,38
4225,0.5,352.5,190,123
4225,405.5,365.5,22,21
4225,508.5,368.5,74,52
4226,142.5,90.5,30,38
4226,235.5,63.5,51,29
4226,451.5,11.5,30,22
4227,7.5,260.5,70,34
4227,438.5,229.5,21,23
4229,63.5,0.5,71,21
4229,666.5,223.5,29,26
4231,167.5,74.5,46,26
4231,241.5,67.5,85,47
4231,266.5,50.5,39,24
4231,417.5,101.5,193,83
4232,61.5,203.5,41,21
4232,64.5,163.5,44,26
4233,68.5,99.5,25,27
4233,103.5,88.5,33,31
4233,161.5,71.5,201,127
4233,241.5,133.5,192,116
4233,313.5,14.5,101,82
4233,430.5,130.5,134,72
4233,500.5,0.5,49,24
4234,37.5,119.5,37,26
4234,79.5,154.5,58,26
4234,292.5,131.5,137,72
4234,489.5,169.5,73,57
4236,1.5,200.5,64,45
4236,64.5,183.5,73,59
4237,0.5,428.5,26,52
4237,20.5,318.5,36,22
4238,0.5,328.5,216,152
4240,0.5,328.5,55,39
4240,186.5,215.5,38,37
4241,310.5,248.5,268,95
4242,144.5,58.5,57,29
4242,352.5,5.5,48,42
4242,442.5,4.5,50,43
4249,145.5,120.5,32,30
4249,383.5,65.5,64,21
4249,474.5,41.5,85,39
4249,563.5,45.5,41,28
4250,110.5,230.5,83,25
4250,212.5,170.5,34,25
4250,312.5,280.5,91,30
4250,474.5,249.5,45,26
4250,489.5,292.5,76,45
4250,692.5,296.5,23,21
4252,96.5,23.5,38,44
4252,177.5,19.5,78,62
4253,0.5,304.5,124,59
4253,351.5,117.5,218,68
4254,41.5,210.5,37,31
4254,67.5,284.5,348,196
4254,198.5,122.5,47,47
4256,112.5,107.5,23,21
4260,90.5,70.5,88,48
4260,247.5,58.5,24,23
4260,296.5,99.5,98,27
4260,477.5,61.5,70,41
4260,655.5,95.5,44,29
4265,32.5,85.5,39,27
4266,67.5,155.5,24,23
4267,55.5,160.5,27,28
4267,88.5,136.5,40,40
4267,157.5,194.5,57,30
4267,296.5,182.5,71,88
4267,392.5,186.5,22,23
4267,545.5,217.5,42,41
4268,55.5,67.5,52,30
4268,85.5,1.5,62,21
4268,91.5,79.5,110,50
4270,12.5,255.5,26,30
4271,101.5,155.5,95,102
4272,94.5,231.5,102,69
4272,369.5,275.5,58,44
4272,492.5,322.5,77,44
4272,655.5,333.5,48,57
4273,0.5,115.5,44,56
4273,112.5,135.5,30,22
4273,187.5,125.5,44,23
4273,297.5,136.5,39,24
4273,336.5,145.5,50,22
4273,652.5,221.5,65,30
4274,0.5,229.5,80,92
4274,49.5,52.5,29,23
4276,102.5,141.5,66,34
4276,354.5,33.5,139,45
4278,0.5,135.5,25,29
4278,266.5,186.5,133,41
4278,644.5,331.5,76,22
4279,0.5,242.5,150,238
4279,142.5,254.5,46,38
4279,257.5,230.5,41,23
4279,511.5,111.5,94,39
4280,264.5,172.5,77,23
4280,472.5,377.5,248,103
4281,0.5,92.5,48,33
4281,0.5,245.5,77,59
4281,49.5,73.5,62,55
4281,59.5,180.5,289,75
4282,60.5,204.5,41,24
4282,456.5,13.5,44,33
4282,692.5,0.5,28,21
4283,0.5,135.5,34,31
4283,291.5,270.5,190,30
4283,578.5,175.5,71,30
4283,647.5,169.5,54,28
4284,530.5,213.5,34,29
4285,331.5,101.5,102,28
4286,68.5,128.5,69,40
4286,100.5,186.5,235,107
4286,265.5,37.5,236,110
4286,598.5,15.5,122,69
4287,406.5,226.5,67,30
4287,472.5,160.5,64,53
4289,256.5,125.5,42,42
4290,118.5,226.5,458,254
4290,506.5,449.5,63,31
4290,596.5,414.5,38,36
4291,192.5,182.5,27,30
4291,322.5,208.5,52,22
4293,406.5,313.5,32,21
4293,657.5,317.5,63,30
4294,321.5,27.5,76,57
4294,486.5,72.5,46,36
4294,592.5,95.5,45,41
4295,21.5,144.5,35,39
4295,689.5,0.5,31,26
4298,0.5,293.5,26,30
4298,59.5,342.5,49,21
4298,116.5,344.5,104,40
4298,239.5,280.5,39,21
4298,507.5,222.5,93,47
4300,470.5,195.5,73,34
4300,558.5,139.5,94,79
4300,652.5,194.5,54,32
4301,407.5,60.5,46,42
4301,542.5,35.5,48,28
4302,538.5,92.5,31,21
4302,616.5,91.5,39,22
4302,621.5,144.5,68,23
4302,652.5,82.5,29,24
4304,199.5,155.5,32,23
4304,323.5,98.5,27,23
4304,347.5,116.5,77,30
4305,350.5,84.5,43,23
4305,414.5,113.5,108,26
4307,115.5,147.5,93,61
4309,0.5,0.5,78,59
4309,113.5,3.5,39,29
4311,176.5,209.5,26,26
4311,247.5,157.5,63,33
4311,341.5,115.5,49,23
4311,502.5,135.5,74,64
4311,540.5,105.5,75,61
4312,43.5,138.5,45,24
4312,75.5,49.5,35,23
4312,108.5,46.5,23,25
4312,219.5,50.5,58,48
4312,288.5,73.5,64,26
4312,344.5,40.5,117,99
4312,456.5,67.5,76,85
4312,519.5,179.5,95,62
4312,531.5,121.5,100,48
4312,559.5,90.5,34,30
4312,594.5,100.5,32,29
4312,637.5,135.5,83,63
4313,202.5,234.5,186,121
4314,477.5,455.5,128,25
4316,359.5,105.5,55,34
4317,471.5,197.5,49,29
4317,521.5,196.5,44,31
4317,554.5,253.5,80,38
4320,71.5,159.5,25,22
4320,159.5,179.5,40,28
4320,549.5,244.5,61,42
4321,39.5,109.5,67,21
4321,66.5,57.5,42,22
4321,449.5,3.5,70,47
4321,516.5,0.5,35,22
4321,682.5,4.5,38,24
4326,566.5,274.5,25,26
4327,348.5,370.5,114,35
4329,135.5,113.5,41,30
4329,315.5,122.5,54,24
4329,538.5,190.5,98,27
4331,157.5,134.5,38,27
4332,587.5,90.5,37,38
4333,177.5,161.5,21,22
4334,454.5,251.5,24,21
4334,648.5,185.5,60,25
4334,689.5,158.5,24,21
4336,18.5,316.5,66,92
4336,76.5,318.5,86,90
4336,143.5,295.5,30,25
4336,172.5,285.5,24,25
4336,195.5,265.5,47,34
4336,255.5,240.5,53,45
4336,331.5,207.5,110,81
4336,602.5,224.5,118,62
4337,195.5,129.5,55,26
4338,330.5,98.5,221,114
4338,694.5,242.5,26,38
4340,81.5,181.5,43,36
4340,645.5,5.5,75,53
4341,28.5,253.5,138,76
4341,166.5,169.5,39,31
4341,279.5,160.5,34,25
4341,316.5,164.5,51,26
4342,0.5,220.5,47,36
4342,36.5,170.5,38,30
4342,239.5,91.5,26,24
4342,259.5,96.5,62,41
4342,459.5,154.5,109,51
4342,494.5,98.5,69,28
4343,94.5,16.5,61,50
4343,249.5,110.5,51,43
4343,259.5,93.5,26,21
4344,220.5,83.5,62,65
4344,687.5,41.5,33,38
4345,66.5,19.5,25,27
4345,72.5,59.5,56,29
4345,305.5,27.5,113,37
4345,454.5,18.5,49,26
4345,501.5,20.5,84,30
4346,51.5,197.5,34,33
4346,77.5,212.5,28,24
4346,117.5,203.5,22,27
4347,23.5,312.5,32,31
4348,115.5,258.5,40,28
4348,295.5,244.5,77,37
4349,179.5,140.5,26,24
4349,361.5,89.5,38,30
4350,0.5,66.5,49,51
4350,61.5,52.5,93,60
4350,257.5,176.5,299,146
4350,295.5,65.5,80,52
4350,588.5,147.5,42,43
4351,453.5,219.5,31,28
4351,548.5,291.5,37,28
4351,561.5,328.5,43,26
4351,561.5,348.5,68,37
4351,633.5,317.5,26,24
4351,639.5,362.5,36,23
4351,674.5,352.5,44,26
4351,684.5,390.5,36,60
4352,0.5,186.5,57,24
4352,35.5,101.5,63,62
4352,102.5,84.5,67,75
4352,185.5,47.5,71,64
4352,299.5,44.5,133,118
4352,541.5,135.5,179,112
4354,0.5,153.5,35,28
4354,261.5,166.5,23,23
4354,368.5,189.5,50,21
4354,437.5,188.5,56,28
4354,485.5,332.5,169,122
4354,549.5,213.5,21,26
4354,597.5,195.5,38,36
4354,628.5,402.5,84,78
4356,562.5,101.5,41,23
4356,611.5,95.5,31,25
4357,0.5,120.5,225,160
4357,46.5,88.5,108,69
4357,179.5,103.5,26,31
4357,423.5,143.5,50,33
4357,529.5,141.5,43,25
4357,581.5,299.5,70,23
4357,675.5,403.5,45,46
4361,0.5,262.5,267,218
4361,318.5,99.5,30,28
4361,322.5,132.5,41,33
4361,475.5,177.5,38,38
4361,564.5,257.5,44,32
4361,605.5,242.5,26,28
4363,50.5,68.5,108,32
4363,560.5,115.5,41,29
4365,53.5,246.5,33,29
4369,88.5,266.5,127,122
4369,108.5,228.5,58,21
4369,162.5,355.5,54,25
4369,183.5,166.5,74,35
4369,207.5,324.5,33,24
4369,258.5,152.5,77,26
4369,335.5,123.5,73,33
4371,439.5,47.5,131,46
4372,19.5,35.5,26,24
4373,102.5,66.5,142,136
4375,406.5,253.5,34,35
4375,589.5,323.5,34,26
4376,25.5,330.5,85,105
4376,167.5,210.5,137,87
4376,455.5,134.5,100,31
4381,424.5,244.5,39,23
4382,123.5,183.5,43,51
4384,224.5,251.5,100,51
4384,472.5,313.5,55,27
4387,0.5,161.5,141,208
4387,0.5,358.5,125,122
4387,121.5,436.5,27,28
4387,155.5,380.5,46,54
4387,578.5,161.5,39,38
4387,641.5,291.5,79,80
4387,676.5,171.5,44,27
4388,67.5,315.5,26,24
4388,203.5,209.5,22,25
4388,280.5,188.5,51,25
4389,0.5,31.5,79,449
4389,489.5,172.5,91,45
4390,0.5,61.5,28,39
4392,467.5,204.5,253,276
4393,541.5,85.5,28,27
4394,683.5,163.5,24,21
4395,0.5,247.5,63,75
4396,156.5,41.5,40,30
4396,261.5,231.5,371,228
4397,558.5,117.5,36,30
4397,604.5,113.5,23,27
4397,630.5,114.5,34,25
4398,0.5,132.5,23,30
4398,59.5,118.5,46,25
4399,156.5,46.5,160,70
4403,18.5,79.5,55,32
4403,126.5,62.5,38,38
4403,186.5,86.5,33,25
4403,266.5,121.5,62,28
4403,305.5,170.5,117,36
4403,323.5,216.5,53,26
4403,462.5,197.5,55,30
4403,553.5,266.5,58,39
4403,650.5,276.5,28,21
4404,400.5,207.5,37,21
4404,442.5,228.5,119,67
4404,553.5,273.5,33,22
4404,573.5,313.5,39,30
4405,648.5,137.5,23,22
4406,73.5,87.5,41,35
4406,203.5,54.5,88,66
4406,372.5,38.5,63,22
4406,435.5,31.5,29,25
4406,470.5,24.5,28,31
4406,597.5,109.5,101,52
4406,614.5,42.5,53,55
4407,619.5,225.5,80,98
4407,649.5,117.5,71,76
4407,674.5,347.5,46,49
4407,693.5,255.5,21,53
4408,569.5,263.5,107,46
4411,114.5,17.5,68,45
4412,248.5,252.5,35,24
4412,341.5,221.5,77,48
4412,403.5,213.5,47,29
4412,454.5,210.5,38,26
4412,531.5,205.5,86,24
4412,621.5,194.5,38,28
4414,184.5,102.5,86,30
4414,276.5,93.5,39,30
4414,323.5,128.5,104,38
4414,428.5,135.5,78,49
4414,658.5,216.5,59,45
4414,692.5,289.5,28,23
4415,9.5,219.5,127,98
4415,112.5,210.5,81,40
4416,313.5,205.5,36,23
4417,28.5,193.5,34,32
4417,116.5,201.5,37,28
4417,236.5,163.5,81,53
4417,473.5,163.5,75,32
4417,534.5,148.5,34,34
4417,550.5,396.5,170,84
4417,565.5,154.5,60,36
4419,541.5,109.5,32,23
4421,0.5,202.5,35,21
4421,196.5,97.5,29,24
4421,330.5,67.5,76,29
4422,373.5,0.5,42,24
4422,404.5,25.5,89,49
4422,492.5,25.5,124,54
4422,524.5,0.5,50,37
4422,575.5,0.5,54,34
4423,98.5,140.5,68,26
4423,165.5,133.5,47,27
4423,211.5,150.5,57,29
4423,571.5,287.5,47,23
4424,29.5,170.5,135,61
4424,131.5,254.5,25,28
4424,241.5,171.5,31,39
4424,273.5,205.5,148,110
4424,336.5,311.5,191,84
4424,402.5,257.5,75,29
4424,498.5,270.5,47,24
4425,111.5,273.5,37,27
4425,275.5,111.5,195,172
4426,55.5,152.5,458,239
4426,326.5,98.5,49,28
4426,348.5,127.5,37,29
4426,417.5,130.5,46,39
4426,458.5,152.5,61,43
4426,573.5,259.5,55,63
4426,577.5,190.5,33,31
4426,637.5,306.5,61,31
4426,653.5,389.5,67,91
4426,686.5,250.5,25,25
4427,243.5,252.5,27,23
4428,340.5,117.5,43,26
4428,384.5,120.5,60,27
4428,465.5,110.5,59,29
4429,688.5,117.5,32,26
4430,508.5,269.5,39,21
4430,550.5,304.5,45,23
4431,69.5,298.5,52,37
4431,96.5,241.5,27,23
4431,257.5,172.5,23,24
4431,281.5,164.5,53,36
4431,385.5,123.5,35,23
4431,396.5,142.5,95,83
4432,65.5,183.5,53,33
4432,358.5,301.5,88,28
4432,446.5,233.5,165,218
4433,0.5,55.5,32,136
4433,52.5,126.5,53,43
4433,121.5,190.5,64,47
4433,198.5,198.5,46,30
4433,217.5,240.5,42,38
4433,338.5,292.5,157,112
4436,61.5,173.5,28,25
4436,371.5,0.5,91,40
4437,559.5,91.5,64,40
4437,644.5,95.5,33,37
4437,661.5,74.5,59,42
4437,673.5,28.5,47,30
4438,346.5,0.5,66,35
4439,15.5,178.5,50,24
4439,87.5,118.5,93,88
4439,174.5,114.5,70,65
4439,242.5,144.5,144,56
4440,553.5,407.5,142,66
4441,302.5,144.5,28,21
4443,634.5,254.5,61,62
4444,0.5,348.5,66,132
4444,250.5,191.5,271,266
4444,526.5,210.5,40,46
4444,634.5,267.5,45,33
4444,680.5,268.5,40,32
4445,26.5,135.5,62,29
4445,181.5,173.5,30,27
4445,291.5,230.5,30,33
4445,419.5,268.5,38,39
4445,625.5,420.5,70,39
4446,0.5,175.5,104,96
4446,103.5,149.5,157,97
4446,669.5,186.5,32,28
4448,0.5,171.5,33,23
4448,5.5,146.5,24,26
4448,129.5,121.5,38,30
4449,0.5,148.5,48,40
4449,409.5,263.5,311,217
4451,689.5,71.5,31,31
4452,639.5,48.5,45,35
4454,0.5,322.5,54,55
4454,40.5,317.5,35,23
4454,49.5,287.5,44,42
4454,137.5,286.5,29,23
4454,200.5,292.5,74,42
4454,363.5,281.5,58,32
4455,67.5,173.5,38,23
4456,63.5,362.5,21,24
4456,92.5,347.5,30,25
4456,101.5,330.5,25,22
4456,168.5,278.5,30,24
4456,326.5,155.5,48,28
4456,351.5,129.5,30,26
4456,375.5,104.5,48,42
4461,450.5,137.5,62,37
4461,613.5,52.5,24,25
4461,662.5,52.5,52,35
4463,0.5,130.5,33,39
4463,46.5,136.5,26,22
4463,316.5,122.5,40,21
4468,191.5,90.5,66,30
4469,150.5,72.5,27,23
4469,226.5,53.5,32,28
4470,244.5,91.5,46,24
4471,38.5,256.5,47,22
4471,85.5,264.5,46,22
4471,125.5,189.5,36,27
4473,459.5,165.5,51,22
4473,660.5,220.5,60,44
4475,617.5,106.5,33,26
4475,689.5,106.5,31,30
4476,365.5,146.5,35,22
4477,157.5,292.5,46,26
4477,325.5,339.5,112,30
4477,439.5,260.5,22,23
4478,216.5,170.5,177,133
4479,162.5,278.5,29,23
4479,588.5,118.5,43,36
4479,611.5,20.5,37,44
4479,688.5,8.5,32,28
4480,0.5,292.5,200,188
4480,91.5,238.5,59,53
4480,150.5,246.5,38,28
4480,186.5,216.5,60,41
4480,261.5,195.5,46,38
4480,327.5,166.5,138,48
4480,423.5,147.5,47,28
4480,484.5,135.5,26,29
4480,586.5,84.5,94,76
4482,76.5,234.5,58,22
4482,161.5,202.5,71,22
4482,294.5,381.5,319,99
4482,313.5,265.5,129,22
4482,684.5,257.5,36,69
4483,189.5,70.5,63,24
4483,524.5,308.5,59,69
4483,667.5,270.5,38,32
4484,160.5,38.5,85,46
4484,244.5,53.5,53,29
4484,365.5,117.5,51,30
4484,553.5,232.5,38,38
4484,602.5,269.5,36,33
4484,623.5,301.5,30,30
4484,650.5,372.5,70,87
4486,0.5,111.5,237,369
4486,224.5,360.5,41,49
4486,251.5,327.5,34,35
4486,339.5,289.5,102,83
4486,407.5,278.5,33,26
4486,539.5,205.5,58,41
4486,589.5,141.5,53,48
4486,618.5,93.5,94,71
4486,657.5,212.5,63,65
4492,72.5,252.5,295,174
4492,301.5,164.5,104,37
4494,58.5,189.5,25,24
4494,201.5,264.5,114,35
4494,303.5,233.5,43,29
4494,401.5,210.5,83,84
4494,478.5,300.5,127,26
4494,560.5,281.5,86,31
4494,634.5,256.5,23,23
4495,650.5,246.5,69,41
4496,5.5,356.5,128,39
4496,354.5,224.5,64,22
4496,681.5,94.5,39,24
4498,63.5,0.5,45,31
4498,349.5,26.5,78,48
